DSE,8,sii:VMFEAT.LOCALITY_POINT,http://services.land.vic.gov.au/SpatialDatamart/dataSearchViewMetadata.html?anzlicId=ANZVI0803003600&extractionProviderId=1
DSE,3,sii:VMHYDRO.HY_WATER_AREA_POLYGON,http://services.land.vic.gov.au/SpatialDatamart/dataSearchViewMetadata.html?anzlicId=ANZVI0803002491&extractionProviderId=1
DSE,4,sii:VMHYDRO.HY_WATER_POINT,http://services.land.vic.gov.au/SpatialDatamart/dataSearchViewMetadata.html?anzlicId=ANZVI0803002493&extractionProviderId=1
DSE,7,sii:VMHYDRO.HY_WATER_STRUCT_POINT,http://services.land.vic.gov.au/SpatialDatamart/dataSearchViewMetadata.html?anzlicId=ANZVI0803002497&extractionProviderId=1
DSE,3,sii:VMHYDRO.HY_WATERCOURSE,http://services.land.vic.gov.au/SpatialDatamart/dataSearchViewMetadata.html?anzlicId=ANZVI0803002490&extractionProviderId=1
DSE,2,sii:VMLITE.VMLITE_BUILT_UP_AREA,http://services.land.vic.gov.au/SpatialDatamart/dataSearchViewMetadata.html?anzlicId=ANZVI0803003518&extractionProviderId=1
DSE,6,sii:VMLITE.VMLITE_FOREST_SU2,http://services.land.vic.gov.au/SpatialDatamart/dataSearchViewMetadata.html?anzlicId=ANZVI0803003526&extractionProviderId=1
DSE,6,sii:VMLITE.VMLITE_FOREST_SU3,http://services.land.vic.gov.au/SpatialDatamart/dataSearchViewMetadata.html?anzlicId=ANZVI0803003527&extractionProviderId=1
DSE,6,sii:VMLITE.VMLITE_FOREST_SU5,http://services.land.vic.gov.au/SpatialDatamart/dataSearchViewMetadata.html?anzlicId=ANZVI0803003528&extractionProviderId=1
DSE,4,sii:VMLITE.VMLITE_HY_WATER_AREA,http://services.land.vic.gov.au/SpatialDatamart/dataSearchViewMetadata.html?anzlicId=ANZVI0803003513&extractionProviderId=1
DSE,3,sii:VMLITE.VMLITE_HY_WATERCOURSE,http://services.land.vic.gov.au/SpatialDatamart/dataSearchViewMetadata.html?anzlicId=ANZVI0803003512&extractionProviderId=1
DSE,6,sii:VMLITE.VMLITE_LGA,http://services.land.vic.gov.au/SpatialDatamart/dataSearchViewMetadata.html?anzlicId=ANZVI0803003519&extractionProviderId=1
DSE,6,sii:VMLITE.VMLITE_LOCALITY,http://services.land.vic.gov.au/SpatialDatamart/dataSearchViewMetadata.html?anzlicId=ANZVI0803003531&extractionProviderId=1
DSE,6,sii:VMLITE.VMLITE_LOCALITY_POLYGON,http://services.land.vic.gov.au/SpatialDatamart/dataSearchViewMetadata.html?anzlicId=ANZVI0803003520&extractionProviderId=1
DSE,6,sii:VMLITE.VMLITE_POSTCODE_POLYGON,http://services.land.vic.gov.au/SpatialDatamart/dataSearchViewMetadata.html?anzlicId=ANZVI0803003521&extractionProviderId=1
DSE,2,sii:VMLITE.VMLITE_TR_AIRPORT,http://services.land.vic.gov.au/SpatialDatamart/dataSearchViewMetadata.html?anzlicId=ANZVI0803003511&extractionProviderId=1
DSE,8,sii:VMLITE.VMLITE_TR_RAIL,http://services.land.vic.gov.au/SpatialDatamart/dataSearchViewMetadata.html?anzlicId=ANZVI0803003508&extractionProviderId=1
DSE,3,sii:VMLITE.VMLITE_TR_RAIL_STATION,http://services.land.vic.gov.au/SpatialDatamart/dataSearchViewMetadata.html?anzlicId=ANZVI0803003510&extractionProviderId=1
DSE,6,sii:VMLITE.VMLITE_TR_ROAD,http://services.land.vic.gov.au/SpatialDatamart/dataSearchViewMetadata.html?anzlicId=ANZVI0803003524&extractionProviderId=1
DSE,8,sii:VMLITE.VMLITE_VICTORIA_POLYGON_SU5,http://services.land.vic.gov.au/SpatialDatamart/dataSearchViewMetadata.html?anzlicId=ANZVI0803003515&extractionProviderId=1
DSE,2,sii:VMPLAN.PLAN_OVERLAY,http://services.land.vic.gov.au/SpatialDatamart/dataSearchViewMetadata.html?anzlicId=ANZVI0803002910&extractionProviderId=1
DSE,2,sii:VMPLAN.PLAN_UGA,http://services.land.vic.gov.au/SpatialDatamart/dataSearchViewMetadata.html?anzlicId=ANZVI0803002914&extractionProviderId=1
DSE,2,sii:VMPLAN.PLAN_UGB,http://services.land.vic.gov.au/SpatialDatamart/dataSearchViewMetadata.html?anzlicId=ANZVI0803002912&extractionProviderId=1
DSE,2,sii:VMPLAN.PLAN_ZONE,http://services.land.vic.gov.au/SpatialDatamart/dataSearchViewMetadata.html?anzlicId=ANZVI0803002909&extractionProviderId=1
DSE,4,sii:VMPROP.CAD_LINE,http://services.land.vic.gov.au/SpatialDatamart/dataSearchViewMetadata.html?anzlicId=ANZVI0803002897&extractionProviderId=1
DSE,3,sii:VMPROP.PARCEL_VIEW,http://services.land.vic.gov.au/SpatialDatamart/dataSearchViewMetadata.html?anzlicId=ANZVI0803002899&extractionProviderId=1
DSE,3,sii:VMPROP.PROPERTY_VIEW,http://services.land.vic.gov.au/SpatialDatamart/dataSearchViewMetadata.html?anzlicId=ANZVI0803002900&extractionProviderId=1
DSE,2,sii:VMPROP.V_PARCEL_MP,http://services.land.vic.gov.au/SpatialDatamart/dataSearchViewMetadata.html?anzlicId=ANZVI0803003298&extractionProviderId=1
DSE,3,sii:VMPROP.V_PROPERTY_MP,http://services.land.vic.gov.au/SpatialDatamart/dataSearchViewMetadata.html?anzlicId=ANZVI0803003298&extractionProviderId=1
DSE,9,sii:VMSHARED.FR_FRAMEWORK_AREA_LINE,
DSE,4,sii:VMTRANS.TR_FERRY_ROUTE,http://services.land.vic.gov.au/SpatialDatamart/dataSearchViewMetadata.html?anzlicId=ANZVI0803002445&extractionProviderId=1
DSE,2,sii:VMTRANS.TR_RAIL,http://services.land.vic.gov.au/SpatialDatamart/dataSearchViewMetadata.html?anzlicId=ANZVI0803002442&extractionProviderId=1
DSE,2,sii:VMTRANS.TR_ROAD,http://services.land.vic.gov.au/SpatialDatamart/dataSearchViewMetadata.html?anzlicId=ANZVI0803002595&extractionProviderId=1
DSE,4,sii:VMVEG.TREE_DENSITY,
DSE,3,sii:BUILDINGREG.BUSHFIRE_PRONE_AREA,
DSE,3,sii:BUILDINGREG.BUSHFIRE_PRONE_AREA_GEN,
DSE,9,sii:CATCHMENTS.BIOLINK500,
DSE,5,sii:CATCHMENTS.CMA100,
DSE,9,sii:CATCHMENTS.FLAGSHIP500,
DSE,6,sii:CATCHMENTS.VIF_BIODIVERSITY500,
DSE,6,sii:COASTS.SLR00CM_2009,
DSE,6,sii:COASTS.SLR00CM_ST_2009,
DSE,6,sii:COASTS.SLR20CM_2040,
DSE,6,sii:COASTS.SLR20CM_ST_2040,
DSE,6,sii:COASTS.SLR47CM_2070,
DSE,6,sii:COASTS.SLR47CM_ST_2070,
DSE,6,sii:COASTS.SLR82CM_2100,
DSE,6,sii:COASTS.SLR82CM_ST_2100,
DSE,8,sii:CORPORATE.IWSFOOTPRINTS,
DSE,1,sii:CROWNLAND.PARKRES,http://services.land.vic.gov.au/SpatialDatamart/dataSearchViewMetadata.html?anzlicId=ANZVI0803004883&extractionProviderId=1
DSE,2,sii:CROWNLAND.PLM100_POLYGON,
DSE,1,sii:CULTURE.ACHP_SURVEYS,
DSE,1,sii:CULTURE.SENSITIVITY_AB_Sites,
DSE,1,sii:DPS_1202_TRAIN_CORR_CENTL,
DSE,2,sii:DPS_1202_TRAIN_CORR_CENTL,
DSE,6,sii:DPS_1211_TRAIN_TRACK_CENTL,
DSE,6,sii:DPS_1220_TRAM_TRACK_CENTL,
DSE,6,sii:DPS_1229_RAIL_STAT_PLATF,
DSE,1,sii:DPS_895_BUS_STOPS_VICMAP,
DSE,3,sii:DPS_909_REG_BUS_ROUTES_VM,
DSE,1,sii:DPS_918_TRAM_STOPS_VICMAP,
DSE,1,sii:DPS_932_RAIL_STATIONS_VMT,
DSE,1,sii:DPS_946_SCHOOL_BUS_ROUTES,
DSE,1,sii:DPS_955_METRO_BUS_ROUTES,
DSE,1,sii:DPS_969_TRAM_ROUTES_VMT,
DSE,1,sii:FLORAFAUNA1.NV2005_EVCBCS,http://services.land.vic.gov.au/SpatialDatamart/dataSearchViewMetadata.html?anzlicId=ANZVI0803003495&extractionProviderId=1
DSE,1,sii:FLORAFAUNA1.NV2005_EXTENT,
DSE,1,sii:FLORAFAUNA1.RAMSAR100,
DSE,1,sii:FLORAFAUNA1.THFAU500,
DSE,1,sii:FLORAFAUNA1.THFLOR500,
DSE,1,sii:FLORAFAUNA1.VBIOREG100,
DSE,2,sii:FLORAFAUNA1.WETLAND_1994,http://services.land.vic.gov.au/SpatialDatamart/dataSearchViewMetadata.html?anzlicId=ANZVI0803001066&extractionProviderId=1
DSE,1,sii:FLORAFAUNA1.WETLANDDIR,
DSE,4,sii:FORESTS.TREE100,
DSE,9,sii:LCSMAP.ANNO_TEXT_LOGICA,
DSE,9,sii:LCSMAP.ANNO_TEXT_LOGICA_OLD,
DSE,9,sii:LCSMAP.ANNO_TEXT_LV,
DSE,9,sii:LCSMAP.ANNO_TEXT_LV_OLD,
DSE,9,sii:LCSMAP.ANNO_TEXT_VR,
DSE,9,sii:LCSMAP.ANNO_TEXT_VR_OLD,
DSE,5,sii:SURVEY_MARKS_POINT,
DSE,9,sii:SURVEY_MARKS_POINT_OLD,
DSE,9,sii:WATER.WSPA,
DSE,5,sii:VSUP.ADDRESS_SDO,
DSE,4,sii:VSUP.PARCEL_VIEW_SDO,
DSE,5,sii:VSUP.PROPERTY_VIEW_SDO,
